20210813000359.688,172.18.151.134,51852,192.168.15.35,5001,3,2.7-2.8,551880,44150400
20210813000359.811,172.18.151.134,51852,192.168.15.35,5001,3,2.8-2.9,490560,39244799
20210813000359.914,172.18.151.134,51852,192.168.15.35,5001,3,2.9-3.0,630064,50405119
20210813000400.017,172.18.151.134,51852,192.168.15.35,5001,3,3.0-3.1,473696,37895679
20210813000400.079,172.18.151.134,51852,192.168.15.35,5001,3,3.1-3.2,183960,14716799
20210813000400.202,172.18.151.134,51852,192.168.15.35,5001,3,3.2-3.3,490560,39244800
20210813000400.325,172.18.151.134,51852,192.168.15.35,5001,3,3.3-3.4,429240,34339199
20210813000400.386,172.18.151.134,51852,192.168.15.35,5001,3,3.4-3.5,183960,14716799
20210813000400.490,172.18.151.134,51852,192.168.15.35,5001,3,3.5-3.6,429240,34339199
20210813000400.612,172.18.151.134,51852,192.168.15.35,5001,3,3.6-3.7,674520,53961599
20210813000400.673,172.18.151.134,51852,192.168.15.35,5001,3,3.7-3.8,245280,19622400
20210813000400.796,172.18.151.134,51852,192.168.15.35,5001,3,3.8-3.9,613200,49055999
20210813000400.919,172.18.151.134,51852,192.168.15.35,5001,3,3.9-4.0,490560,39244799
20210813000400.960,172.18.151.134,51852,192.168.15.35,5001,3,4.0-4.1,306600,24528000
20210813000401.083,172.18.151.134,51852,192.168.15.35,5001,3,4.1-4.2,551880,44150399
20210813000401.207,172.18.151.134,51852,192.168.15.35,5001,3,4.2-4.3,551880,44150400
20210813000401.329,172.18.151.134,51852,192.168.15.35,5001,3,4.3-4.4,551880,44150399
20210813000401.390,172.18.151.134,51852,192.168.15.35,5001,3,4.4-4.5,122640,9811200
20210813000401.492,172.18.151.134,51852,192.168.15.35,5001,3,4.5-4.6,183960,14716800
20210813000401.615,172.18.151.134,51852,192.168.15.35,5001,3,4.6-4.7,429240,34339199
20210813000401.677,172.18.151.134,51852,192.168.15.35,5001,3,4.7-4.8,306600,24528000
20210813000401.780,172.18.151.134,51852,192.168.15.35,5001,3,4.8-4.9,61320,4905599
20210813000401.904,172.18.151.134,51852,192.168.15.35,5001,3,4.9-5.0,245280,19622400
20210813000401.966,172.18.151.134,51852,192.168.15.35,5001,3,5.0-5.1,245280,19622400
20210813000402.090,172.18.151.134,51852,192.168.15.35,5001,3,5.1-5.2,429240,34339199
20210813000402.213,172.18.151.134,51852,192.168.15.35,5001,3,5.2-5.3,490560,39244800
20210813000402.275,172.18.151.134,51852,192.168.15.35,5001,3,5.3-5.4,367920,29433599
20210813000402.397,172.18.151.134,51852,192.168.15.35,5001,3,5.4-5.5,429240,34339200
20210813000402.499,172.18.151.134,51852,192.168.15.35,5001,3,5.5-5.6,490560,39244800
20210813000402.621,172.18.151.134,51852,192.168.15.35,5001,3,5.6-5.7,613200,49055999
20210813000402.683,172.18.151.134,51852,192.168.15.35,5001,3,5.7-5.8,183960,14716800
20210813000402.806,172.18.151.134,51852,192.168.15.35,5001,3,5.8-5.9,429240,34339199
20210813000402.930,172.18.151.134,51852,192.168.15.35,5001,3,5.9-6.0,490560,39244800
20210813000402.971,172.18.151.134,51852,192.168.15.35,5001,3,6.0-6.1,245280,19622400
20210813000403.094,172.18.151.134,51852,192.168.15.35,5001,3,6.1-6.2,551880,44150399
20210813000403.218,172.18.151.134,51852,192.168.15.35,5001,3,6.2-6.3,429240,34339200
20210813000403.280,172.18.151.134,51852,192.168.15.35,5001,3,6.3-6.4,122640,9811199
20210813000403.402,172.18.151.134,51852,192.168.15.35,5001,3,6.4-6.5,306600,24528000
20210813000403.525,172.18.151.134,51852,192.168.15.35,5001,3,6.5-6.6,551880,44150400
20210813000403.588,172.18.151.134,51852,192.168.15.35,5001,3,6.6-6.7,245280,19622399
20210813000403.711,172.18.151.134,51852,192.168.15.35,5001,3,6.7-6.8,429240,34339200
20210813000403.813,172.18.151.134,51852,192.168.15.35,5001,3,6.8-6.9,490560,39244799
20210813000403.875,172.18.151.134,51852,192.168.15.35,5001,3,6.9-7.0,245280,19622400
20210813000403.999,172.18.151.134,51852,192.168.15.35,5001,3,7.0-7.1,490560,39244800
20210813000404.123,172.18.151.134,51852,192.168.15.35,5001,3,7.1-7.2,367920,29433599
20210813000404.184,172.18.151.134,51852,192.168.15.35,5001,3,7.2-7.3,306600,24528000
20210813000404.309,172.18.151.134,51852,192.168.15.35,5001,3,7.3-7.4,490560,39244799
20210813000404.410,172.18.151.134,51852,192.168.15.35,5001,3,7.4-7.5,367920,29433600
20210813000404.471,172.18.151.134,51852,192.168.15.35,5001,3,7.5-7.6,245280,19622400
20210813000404.593,172.18.151.134,51852,192.168.15.35,5001,3,7.6-7.7,429240,34339199
20210813000404.715,172.18.151.134,51852,192.168.15.35,5001,3,7.7-7.8,429240,34339200
20210813000404.776,172.18.151.134,51852,192.168.15.35,5001,3,7.8-7.9,122640,9811199
20210813000404.901,172.18.151.134,51852,192.168.15.35,5001,3,7.9-8.0,429240,34339200
20210813000405.025,172.18.151.134,51852,192.168.15.35,5001,3,8.0-8.1,367920,29433600
20210813000405.086,172.18.151.134,51852,192.168.15.35,5001,3,8.1-8.2,245280,19622400
20210813000405.208,172.18.151.134,51852,192.168.15.35,5001,3,8.2-8.3,429240,34339199
20210813000405.312,172.18.151.134,51852,192.168.15.35,5001,3,8.3-8.4,429240,34339200
20210813000405.373,172.18.151.134,51852,192.168.15.35,5001,3,8.4-8.5,306600,24528000
20210813000405.496,172.18.151.134,51852,192.168.15.35,5001,3,8.5-8.6,429240,34339200
20210813000405.618,172.18.151.134,51852,192.168.15.35,5001,3,8.6-8.7,551880,44150400
20210813000405.680,172.18.151.134,51852,192.168.15.35,5001,3,8.7-8.8,122640,9811199
20210813000405.802,172.18.151.134,51852,192.168.15.35,5001,3,8.8-8.9,551880,44150400
20210813000405.927,172.18.151.134,51852,192.168.15.35,5001,3,8.9-9.0,306600,24528000
20210813000405.989,172.18.151.134,51852,192.168.15.35,5001,3,9.0-9.1,245280,19622400
20210813000406.092,172.18.151.134,51852,192.168.15.35,5001,3,9.1-9.2,306600,24528000
20210813000406.215,172.18.151.134,51852,192.168.15.35,5001,3,9.2-9.3,429240,34339199
20210813000406.277,172.18.151.134,51852,192.168.15.35,5001,3,9.3-9.4,183960,14716800
20210813000406.399,172.18.151.134,51852,192.168.15.35,5001,3,9.4-9.5,613200,49056000
20210813000406.522,172.18.151.134,51852,192.168.15.35,5001,3,9.5-9.6,490560,39244800
20210813000406.584,172.18.151.134,51852,192.168.15.35,5001,3,9.6-9.7,245280,19622400
20210813000406.707,172.18.151.134,51852,192.168.15.35,5001,3,9.7-9.8,490560,39244799
20210813000406.830,172.18.151.134,51852,192.168.15.35,5001,3,9.8-9.9,367920,29433600
20210813000406.872,172.18.151.134,51852,192.168.15.35,5001,3,9.9-10.0,183960,14716800
20210813000406.872,172.18.151.134,51852,192.168.15.35,5001,3,0.0-10.0,38275360,30568382
